system:index,avg_AOD,date_from,date_to,max_AOD,min_AOD,region,.geo
0,420.9880980021039,2025-09-04,2025-10-04,568.0,114.66666666666667,Kochi,"{""type"":""MultiPoint"",""coordinates"":[]}"
