system:index,avg_temperature_C,avg_vegetation_NDVI,date_from,date_to,region,.geo
0,27.88906252959189,0.42829107266238914,2025-09-01,2025-10-01,Kochi,"{""type"":""MultiPoint"",""coordinates"":[]}"
